price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,Landmarks,type_of_building,Price_sqft
4400000,"noida sec-16, Greater Noida West, Noida, Delhi NCR",1475,28.605958,77.444512,3,3,2,Ready to Move,Resale,,Semi-Furnished,,,Flat,2983.050847
11500000,"M-1802., Sector 45, Noida, Delhi NCR",1700,28.548787,77.346032,4,4,4,Ready to Move,Resale,1,,2,"Local markets, supermarkets and the leading shopping malls",Flat,6764.705882
7000000,"Indraprastha Colony, Faridabad, Delhi NCR",1300,28.4524215,77.317156,3,2,,Ready to Move,Resale,1,Furnished,,close to Metro station and shopping arcade,Flat,5384.615385
15500000,"Sector 38, Gurgaon, Delhi NCR",2000,28.43741226,77.04144287,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Police station,Flat,7750
7500000,"Sector 37C, Gurgaon, Delhi NCR",1365,28.449908,76.9876925,2,2,,,Resale,1,Unfurnished,,,Flat,5494.505495
7200000,"Sector-77, Noida., Sector 77, Noida, Delhi NCR",1295,28.57204228,77.39106873,2,2,4,Ready to Move,Resale,1,,2,North EYe,Flat,5559.84556
16500000,"Sector 81, gurugram, haryana., Sector 81A, Gurgaon, Delhi NCR",2103,28.389485,76.954056,3,4,5,Ready to Move,Resale,3,,3,Nh-8.,Flat,7845.934379
7000000,"Sector 62, Noida, Delhi NCR",1200,28.621714,77.369341,3,2,,Ready to Move,Resale,,,,,Individual House,5833.333333
7800000,"Sector 70, Gurgaon Haryana, Sector 70, Gurgaon, Delhi NCR",1350,28.394708,77.01856,2,2,1,,Resale,1,Semi-Furnished,,,Flat,5777.777778
3310000,"Sector 53, Noida, Delhi NCR",950,28.5905383,77.35981,2,2,,Ready to Move,Resale,,,,,Flat,3484.210526
17000000,"Malibu Town, Gurgaon, Delhi NCR",2700,28.42242813,77.04646301,3,3,2,Ready to Move,Resale,,Furnished,,good earh mall,Flat,6296.296296
3000000,"Sector 2 Rajendra Nagar, Ghaziabad, Delhi NCR",582,28.687614,77.351924,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,5154.639175
3700000,"Greater Noida West, Greater Noida, Delhi NCR",1060,28.605958,77.444512,2,2,,,Resale,,Unfurnished,,,Flat,3490.566038
10500000,"Sector 83, Gurgaon, Sector 83, Gurgaon, Delhi NCR",1850,28.395989,76.973879,3,3,4,Ready to Move,Resale,1,,2,nearby sapphire 83 Mall,Flat,5675.675676
2500000,"DLF Ankur Vihar, Ghaziabad, Delhi NCR",800,28.7379052,77.2673675,2,2,,Ready to Move,Resale,,Unfurnished,,,Individual House,3125
6500000,"Shakti Khand 2 Indirapuram Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1450,28.64711761,77.37123108,3,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Omaxe Plaza,Flat,4482.758621
10000000,"J1170 Rajouri garden, Rajouri Garden Extension, New Delhi - West, Delhi NCR",1400,28.63360023,77.09877777,3,2,,Ready to Move,Resale,,Furnished,,Near kaar age shop,Flat,7142.857143
4250000,"Pul Prahlad Pur, New Delhi - South, Delhi NCR",950,28.49752998,77.2905426,2,2,1,Ready to Move,Resale,,Unfurnished,,manav rachna international school,Flat,4473.684211
6500000,"pilot no E 24 salimar garden ext 2 Ghaziyabad, Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",1650,28.68579961,77.34144238,3,2,3,Ready to Move,Resale,,,1,,Flat,3939.393939
2100000,"House no B 173 Mahindra enclave shashtri nagar Ghaziabad, Mahindra Enclave, Ghaziabad, Delhi NCR",700,28.67605019,77.45023346,2,2,,Ready to Move,Resale,,Unfurnished,,near Navyog hospital,Flat,3000
3300000,"401., Gijhore, Noida, Delhi NCR",950,28.5903965,77.3626,2,2,1,Ready to Move,Resale,,Furnished,1,Property is 1.5 km to Sector 52 metro Noida and Sector 34 metro Noida,Flat,3473.684211
3800000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1200,28.70213944,77.40712586,2,2,2,Ready to Move,Resale,,,,,Individual House,3166.666667
3500000,"Shanti Nagar, Shanti Nagar, Gurgaon, Delhi NCR",900,28.45508766,77.01211548,2,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Near Rajiv Chowk,Flat,3888.888889
38500000,"Sector 107, Noida, Sector 107, Noida, Delhi NCR",4300,28.5466685,77.37519508,5,5,10,,New Property,2,Semi-Furnished,3,Opposite Lotus Boulevard and close to Noida Exp Way.,Individual House,8953.488372
4700000,"Adarsh Nagar, Gurgaon, Delhi NCR",850,28.46537781,77.02996063,2,2,2,Ready to Move,New Property,2,Semi-Furnished,,,Flat,5529.411765
4100000,"Shipra Suncity, Ghaziabad, Delhi NCR",760,28.6358105,77.3739109,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,5394.736842
3800000,"Sector 68, Gurgaon, Delhi NCR",630,28.474314,76.98599,2,2,2,,Resale,,Unfurnished,,,Flat,6031.746032
4400000,"Sahibabad, Ghaziabad, Delhi NCR",1000,28.6644882,77.3474938,3,3,,Ready to Move,Resale,,Semi-Furnished,,,Flat,4400
3300000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1050,28.70019204,77.427474,2,2,,Ready to Move,Resale,,,,,Flat,3142.857143
7200000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1495,28.7040534,77.4373305,3,3,,Ready to Move,Resale,,Semi-Furnished,,,Flat,4816.053512
3300000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1058,28.7040534,77.4373305,2,2,3,Ready to Move,Resale,,Unfurnished,,,Flat,3119.092628
4200000,"Sector 4, Greater Noida, Delhi NCR",1175,28.6109351,77.4294948,2,2,,Ready to Move,Resale,,Unfurnished,,,Flat,3574.468085
13000000,"C-2-799., Palam Vihar, Gurgaon, Delhi NCR",2200,28.50042532,77.00773017,4,4,2,Ready to Move,New Property,,,,,Flat,5909.090909
6500000,"Flat No 177, Second Floor with Terrace, Shakti Khand 3, Indirapuram, Shakti Khand 3, Ghaziabad, Delhi NCR",1100,28.6500637,77.3637503,3,2,2,Ready to Move,Resale,3,,0,Shakti Khand-3 near to Main road towards Petrol Pump.,Flat,5909.090909
5500000,"Dayanand Colony, Gurgaon, Delhi NCR",973,28.472907,77.0210785,2,2,,Ready to Move,Resale,1,Semi-Furnished,,4 & 7 square,Flat,5652.620761
4500000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1550,28.72199885,77.447746,3,3,,Ready to Move,Resale,,,,,Flat,2903.225806
10000000,"Sector 100, Noida, Sector 100, Noida, Delhi NCR",1779,28.54341218,77.367853,3,3,4,Ready to Move,New Property,,,,,Individual House,5621.135469
5910000,"Sector 2 Sohna, Gurgaon, Delhi NCR",1210,28.27197877,77.06665731,2,2,,Ready to Move,Resale,,,,,Individual House,4884.297521
13000000,"Kaushambi, Ghaziabad, Delhi NCR",1850,28.6420559,77.323499,3,3,,Ready to Move,Resale,,Furnished,,,Flat,7027.027027
7500000,"Ghaziabad, Shakti Khand 3, Ghaziabad, Delhi NCR",1300,28.65005875,77.36593628,3,3,1,Ready to Move,Resale,,Semi-Furnished,,,Individual House,5769.230769
4450000,"Gyan Khand 1 Indirapuram Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",990,28.64032555,77.35135651,2,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Ami Care Hospital,Individual House,4494.949495
4900000,"B block, Freedom Fighters Enclave, New Delhi - South, Delhi NCR",950,28.51122455,77.20272709,2,2,,Ready to Move,Resale,2,,,,Flat,5157.894737
19500000,"Chittaranjan Park, New Delhi - South, Delhi NCR",1600,28.53787231,77.24923706,3,3,2,Ready to Move,Resale,,Semi-Furnished,,market no-1,Flat,12187.5
12000000,"sector 3 vaishali, skytech magadh society, Vaishali, Ghaziabad, Delhi NCR",2000,28.64027425,77.34332119,3,3,5,Ready to Move,Resale,,,,"Near Shopprix Mall, near Vaishali metro Station, near Mahagun mall, near Apex Acacia valley",Individual House,6000
2700000,"Pratap vihar ghaziabad, Vijay Nagar Colony, Ghaziabad, Delhi NCR",850,28.64338493,77.42422485,2,2,1,Ready to Move,Resale,,Semi-Furnished,,gaur Siddhartham,Flat,3176.470588
16000000,"Brand new stilt lift gated block, DLF City Phase 2, Gurgaon, Delhi NCR",1700,28.48279381,77.08290863,3,3,2,Ready to Move,New Property,2,Semi-Furnished,1,"This property is located close to metro station and malls, mg road.",Flat,9411.764706
9800000,"Indirapuram, Ghaziabad, Delhi NCR",1850,28.6493479,77.3696259,4,3,2,Ready to Move,New Property,1,Semi-Furnished,1,near markets.,Flat,5297.297297
3600000,"Plot no 36, Flat no. S-3, Sector 5 Rajendra Nagar, Ghaziabad, Delhi NCR",900,28.6809994,77.356998,2,2,2,Ready to Move,Resale,,Semi-Furnished,,,Flat,4000
6200000,"Sector 78, Noida, Sector 78, Noida, Delhi NCR",1390,28.56118696,77.3865692,3,3,3,Ready to Move,Resale,,,,Near Sec 78 metro Station,Flat,4460.431655
2700000,"B-6, 2006., Amrapali Dream Valley, Greater Noida, Delhi NCR",805,28.59680748,77.4429245,2,2,2,,Resale,,Furnished,,,Flat,3354.037267
8000000,"Yamuna Expressway, Greater Noida, Delhi NCR",1705,28.3452278,77.5161987,3,2,,Ready to Move,Resale,,,,,Flat,4692.082111
3220000,"Greater Noida West, Noida, Delhi NCR",920,28.60595894,77.44451141,2,2,,,Resale,,Unfurnished,,,Flat,3500
3900000,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1125,28.703725,77.415456,2,2,3,Ready to Move,Resale,,,,VVIP Adress,Flat,3466.666667
4500000,"Noida-Greater Noida Link Rd, Sector-16B, Bhangel, Greater Noida, Uttar Pradesh, Sector 16, Greater Noida, Delhi NCR",1105,28.6113,77.4454,2,2,3,Ready to Move,Resale,2,,3,Near Ek Murti Chowk and proposed metro station.,Flat,4072.39819
4800000,"Yamuna Expressway, Greater Noida, Delhi NCR",1267,28.43346417,77.50601239,3,2,,Ready to Move,Resale,,,,,Flat,3788.476717
3200000,"Sector 90, Gurgaon, Delhi NCR",690,28.405868,76.929915,2,2,,Ready to Move,Resale,,,,,Flat,4637.681159
2700000,"Noida Extension, Greater Noida, Delhi NCR",890,28.604884,77.425914,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,3033.707865
25000000,"sectorc15a noida, Sector 15A, Noida, Delhi NCR",2250,28.57641411,77.30426025,3,4,3,Ready to Move,Resale,,Semi-Furnished,,club house,Flat,11111.11111
4200000,"Yamuna Expressway, Greater Noida, Delhi NCR",1270,28.309616,77.55859,2,2,,Ready to Move,Resale,,,,,Flat,3307.086614
2630000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",792,28.699069,77.43082211,2,2,2,Ready to Move,Resale,,,,"VVIP style mall, KW Delhi 6 mall, Kingdom mall, State bank of India, ICICI Bank, HDFC bank, Axis Bank and many more",Flat,3320.707071
9960000,"Nirvana Country Sector 50 Gurugram, Nirvana Country, Gurgaon, Delhi NCR",1610,28.414627,77.060127,2,2,2,Ready to Move,Resale,4,,2,Near By Kalka Public School,Flat,6186.335404
4500000,"Ahinsa Khand 2 Indirapuram Ghaziabad Uttar Pradesh, Ahinsa Khand 2, Ghaziabad, Delhi NCR",1000,28.63407326,77.43172455,2,2,1,Ready to Move,Resale,1,Semi-Furnished,,Delhi public school,Flat,4500
6000000,"Govindpuram, Ghaziabad, Delhi NCR",1575,28.6896453,77.4933302,3,2,2,Ready to Move,Resale,1,Furnished,1,,Flat,3809.52381
12000000,"Sector 45Noida Amrapali sapphire, Sector 45, Noida, Delhi NCR",1640,28.548787,77.346032,3,3,3,Ready to Move,Resale,1,,2,Near by NRI Residency sector 45 Noida,Flat,7317.073171
19500000,"Vasant Kunj, New Delhi, Sector B Vasant Kunj, New Delhi - South, Delhi NCR",1600,28.54743576,77.24966431,3,2,1,Ready to Move,Resale,1,Semi-Furnished,,Near Gate Number 2 Pocket 2,Flat,12187.5
7200000,"501/2, Indirapuram, Ghaziabad, Delhi NCR",1260,28.63905121,77.37947329,3,2,,Ready to Move,Resale,502,,,,Flat,5714.285714
7500000,"Sector 21, Gurgaon, Delhi NCR",1140,28.513566,77.0733305,2,2,,Ready to Move,Resale,,Furnished,,,Flat,6578.947368
8500000,"3282, ATS Dolce, Zeta-1, Greater Noida, Zeta 1, Greater Noida, Delhi NCR",1800,28.496754,77.52229495,3,3,4,Ready to Move,Resale,2,,3,"property is close to Metro station, shopping mall and reputed schools,",Flat,4722.222222
4300000,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1150,28.6900486,77.3405361,2,2,1,Ready to Move,Resale,,Furnished,,,Flat,3739.130435
13500000,"DLF City Phase 3, Gurgaon, Delhi NCR",1800,28.494107,77.1033555,5,4,3,Ready to Move,Resale,,Semi-Furnished,,,Flat,7500
13500000,"sadar bazaar delhi cant. 110010, Delhi Cantonment, New Delhi - South, Delhi NCR",1450,28.63479424,77.04908752,4,2,,Ready to Move,Resale,2,Furnished,,Near by SBI Atm sadar bazaar delhi cant.,Individual House,9310.344828
6000000,"Abhay Khand, Ghaziabad, Delhi NCR",1170,28.6370524,77.344619,2,3,,Ready to Move,Resale,,Furnished,,,Flat,5128.205128
2590000,"Flora enclave., Gangapuram, Ghaziabad, Delhi NCR",880,28.67755318,77.4874115,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Shivalik Hospital,Flat,2943.181818
9500000,"Sector 45, Noida, Sector 45, Noida, Delhi NCR",1644,28.54653581,77.35266846,3,3,3,Ready to Move,Resale,1,,3,,Flat,5778.588808
15000000,"177., Arjun Nagar, New Delhi - South, Delhi NCR",1350,28.5604951,77.1986314,3,3,1,Ready to Move,New Property,,Semi-Furnished,0,landmark Arjun Nagar Bada Gurudwara Green Park metro station within 5 to 10 minutes walking and Kamal Cinema Rajendra Dhaba 5 minut working,Flat,11111.11111
4000000,"64 Daulat Pura, Rahul Vihar Near bhatiya more, Ghaziabad, Daulatpura, Ghaziabad, Delhi NCR",700,28.65050507,77.43795776,2,2,1,Ready to Move,New Property,,Semi-Furnished,,Bhatiya more Ghaziabad,Individual House,5714.285714
6010000,"Uttam Nagar, New Delhi - West, Delhi NCR",1125,28.6212883,77.05307007,2,2,,Ready to Move,Resale,,Furnished,,,Flat,5342.222222
5000000,"Gaur city 2, Noida Extension, Noida, Delhi NCR",1225,28.61994868,77.42276713,2,2,4,Ready to Move,Resale,,,,Gaur city temple.,Flat,4081.632653
6950000,"Uttam Nagar West, New Delhi - West, Delhi NCR",1080,28.62176704,77.05584717,4,2,,Ready to Move,Resale,,Semi-Furnished,,,Individual House,6435.185185
4500000,"Dwarka Mor, New Delhi - West, Delhi NCR",800,28.6193161,77.03326416,3,2,2,Ready to Move,New Property,2,Furnished,1,Dwarka mor metro statoin.,Flat,5625
14500000,"SECTOR - 109, GURUGRAM, HARYANA, Sector 109, Gurgaon, Delhi NCR",2630,28.51083403,77.003159,4,4,2,Ready to Move,Resale,,,,,Flat,5513.307985
5400000,"14th Avenue, Noida, Delhi NCR",1300,28.53235054,77.4076004,3,2,3,Ready to Move,Resale,,Unfurnished,,,Flat,4153.846154
13500000,"P-11 Block Sector-48, Sector 48, Gurgaon, Delhi NCR",2268,28.41048693,77.03843246,4,4,3,,Resale,,Semi-Furnished,,Omax City Center Mall,Flat,5952.380952
6500000,"Sohna Road, Gurgaon, Delhi NCR",1257,28.416558,77.022441,2,2,4,Ready to Move,Resale,,,,,Flat,5171.042164
7100000,"G T Road, Ghaziabad, Delhi NCR",1690,28.679009,77.34929514,3,3,,Ready to Move,Resale,,,,,Individual House,4201.183432
8000000,"Kaushambi, Ghaziabad, Delhi NCR",1740,28.645141,77.323027,3,3,,Ready to Move,Resale,,,,,Flat,4597.701149
11000000,"Sector 21 Surya Vihar-, Gurgaon, Delhi NCR",1640,28.51767159,77.07597351,3,3,,Ready to Move,Resale,,Semi-Furnished,,,Individual House,6707.317073
4600000,"Krishna Colony, Gurgaon, Delhi NCR",750,28.466155,77.010758,2,2,1,Ready to Move,Resale,1,Furnished,,,Flat,6133.333333
13000000,"A-64 First Floor, Ramesh Nagar, New Delhi - West, Delhi NCR",1125,28.65317535,77.1350708,4,2,3,Ready to Move,New Property,,Semi-Furnished,,Ramesh Nagar Metro Station,Flat,11555.55556
6300000,"Sector 78, Noida, Delhi NCR",1390,28.56118696,77.3865692,3,3,3,Ready to Move,Resale,,,,,Flat,4532.374101
11000000,"Indirapuram, Ghaziabad, Delhi NCR",2370,28.63509489,77.3635358,4,3,,Ready to Move,Resale,1,,,,Flat,4641.350211
5190000,"Sec 168, Sector 168, Noida, Delhi NCR",1085,28.49728592,77.40909126,2,2,3,Ready to Move,Resale,,,,"Metro Station ,Genpact, Metlife offices",Flat,4783.410138
4500000,"Arihant ambience crossing republic ghaziabad, NH 24, Ghaziabad, Delhi NCR",1260,28.62601594,77.43588182,2,2,2,Ready to Move,Resale,,,2,abes engineering college,Flat,3571.428571
3010000,"Surajpur, Greater Noida, Delhi NCR",990,28.5151375,77.495836,2,2,1,Ready to Move,Resale,1,Unfurnished,,,Flat,3040.40404
2500000,"Sector 76, Faridabad, Delhi NCR",1000,28.369786,77.358284,2,2,3,Ready to Move,Resale,1,Unfurnished,,,Flat,2500
9500000,"Sector 90, Gurgaon., Sector 90, Gurgaon, Delhi NCR",1970,28.406891,76.930126,3,3,3,Ready to Move,Resale,1,,,,Flat,4822.335025
5500000,"Flat no. 002, 1st floor, chandra Park, Dwarka near Vegas Mall, Dwarka Mor, New Delhi - West, Delhi NCR",1100,28.619316,77.033262,4,2,1,Ready to Move,Resale,,Semi-Furnished,,Netaji subhash chandra college of engineering Dwarka,Individual House,5000
19000000,"Sector 57, Gurgaon, Delhi NCR",2244,28.417357,77.076141,3,4,,Ready to Move,Resale,,,,,Individual House,8467.023173
3280000,"Omicron 3, Greater Noida, Delhi NCR",1005,28.474501,77.553187,2,2,,Ready to Move,Resale,,,,,Individual House,3263.681592
3540000,"Govindpuram, Ghaziabad, Delhi NCR",1025,28.687809,77.478751,2,2,,Ready to Move,Resale,,,,,Flat,3453.658537
7460000,"Sector 70, Noida, Delhi NCR",1446,28.594127,77.38197233,3,2,,Ready to Move,Resale,,,,,Flat,5159.059474
39100000,"x123, Sushant Lok 1, Gurgaon, Delhi NCR",3700,28.454191,77.0837996,5,6,2,Ready to Move,New Property,2,Semi-Furnished,1,M.G. road metro station,Flat,10567.56757
4000000,"flat no. 102, plot no. 102, Gyan Khand 1, Ghaziabad, Delhi NCR",900,28.64177895,77.35029602,2,2,2,Ready to Move,Resale,,Furnished,,,Flat,4444.444444
3300000,"604., Raj Nagar Extension, Ghaziabad, Delhi NCR",1054,28.7032438,77.42307031,2,2,2,Ready to Move,New Property,,,,,Individual House,3130.929791
5500000,"Ptrakar Vihar, Nyay Khand-|, Indirapuram, Ghaziabad. Pin-201014., Indirapuram, Ghaziabad, Delhi NCR",950,28.634123,77.353146,2,2,1,Ready to Move,Resale,,,,,Flat,5789.473684
6400000,"LBS Rd, behind Dena Bank, Kashi Nagar, Valmik Nagar, Bhandup West, Mumbai, Maharashtra, Neeti Khand 2, Ghaziabad, Delhi NCR",1450,28.64305305,77.34683228,3,3,1,Ready to Move,New Property,,Unfurnished,,,Individual House,4413.793103
7450000,"Sector 89, Faridabad, Sector 89, Faridabad, Delhi NCR",1670,28.4237892,77.3705248,3,3,3,Ready to Move,Resale,2,,0,,Flat,4461.077844
3900000,"Aditya World City, NH-24, Mehrauli, NH 24, Ghaziabad, Delhi NCR",1125,28.658647,77.4757,3,2,2,Ready to Move,Resale,1,,1,Near Columbia Asia Hospital,Flat,3466.666667
5100000,"Noida Extension, Greater Noida, Delhi NCR",1327,28.604884,77.425914,2,2,,,Resale,,Unfurnished,,,Flat,3843.255463
3600000,"Gaur City 5th Avenue, Noida Extension, Noida, Noida Extension, Noida, Delhi NCR",910,28.614181,77.427713,2,2,3,Ready to Move,Resale,1,,2,,Flat,3956.043956
5620000,"Zeta 1, Greater Noida, Delhi NCR",1500,28.496754,77.52229495,3,2,,Ready to Move,New Property,1,,3,,Flat,3746.666667
3500000,"Sector 5 Rajendra Nagar, Ghaziabad, Delhi NCR",850,28.6809994,77.356998,2,2,,Ready to Move,Resale,,Unfurnished,,,Individual House,4117.647059
7000000,"11th avenue gaur city 2 greater noida, C-16, Greater Noida, Delhi NCR",1888,28.45358086,77.55622101,4,3,4,Ready to Move,New Property,,Furnished,,near by galleria market in gaur city 2,Flat,3707.627119
10000000,"Vikaspuri, New Delhi - West, Delhi NCR",1000,28.6403661,77.06689512,3,2,1,Ready to Move,Resale,,,,"PVR Vikaspuri, Dav school, uk nursing home",Flat,10000
6000000,"T08 1214., Sector 168, Noida, Delhi NCR",1465,28.49629327,77.40851995,3,3,2,Ready to Move,New Property,,,,Advent tower.,Flat,4095.56314
7250000,"Sector 37C, Gurgaon, Delhi NCR",1565,28.449908,76.9876925,3,3,,Ready to Move,Resale,,Unfurnished,,,Flat,4632.587859
12800000,"Sector 65, Gurgaon, Delhi NCR",1433,28.408448,77.068574,2,2,,Under Construction,New Property,,,2,,Flat,8932.309839
7500000,"902, tower 1, Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",1300,28.436305,77.13605,3,2,2,Ready to Move,New Property,,,,,Flat,5769.230769
5500000,"Shakti khand 4 indirapuram ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1350,28.64232063,77.42423248,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Harsha city Mall,Flat,4074.074074
5200000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1220,28.70217,77.430308,2,2,3,Ready to Move,Resale,,,,,Flat,4262.295082
10500000,"Indraprastha apartments -1 Indraprastha colony sector 30-33 Faridabad, Sector 30, Faridabad, Delhi NCR",1762,28.45336509,77.31877958,3,3,,Ready to Move,Resale,1,,2,"This property on Delhi-Agra Bypass Road, Close to Public Transport",Flat,5959.137344
5500000,"Indirapuram, Ghaziabad, Delhi NCR",1000,28.644894,77.35968,3,2,1,Ready to Move,New Property,,,,,Flat,5500
8000000,"110, Ahinsa Khand 2, Ghaziabad, Delhi NCR",1800,28.646093,77.384003,3,2,2,Ready to Move,Resale,1,,1,DPS School in 150meters awayHospital 500meters away,Flat,4444.444444
4500000,"H706 Ajnara sector 16B greater noida west (Near Urjatech chowk), Greater Noida West, Greater Noida, Delhi NCR",1245,28.606945,77.45557857,3,2,4,Ready to Move,Resale,,,,Close to Upcoming Metro Station at Ecotech-12 of NMRC (5 minutes walk),Flat,3614.457831
3600000,"Siddhartha Vihar, Ghaziabad, Delhi NCR",770,28.646286,77.406051,2,2,,Ready to Move,Resale,,,,,Individual House,4675.324675
5100000,"Sector 88, Faridabad, Delhi NCR",1273,28.41669089,77.35491947,2,2,,Ready to Move,Resale,,,,,Flat,4006.284368
6500000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1540,28.7040534,77.4373305,3,3,,Ready to Move,Resale,,Semi-Furnished,,,Individual House,4220.779221
3600000,"NH 24, Ghaziabad, Delhi NCR",1125,28.654612,77.486901,3,2,,Ready to Move,Resale,,,,,Flat,3200
5000000,"Sector 85, Faridabad, Delhi NCR",1536,28.41101102,77.35461457,3,2,3,Ready to Move,Resale,,,,,Flat,3255.208333
2500000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",800,28.7040534,77.4373305,2,2,,Ready to Move,Resale,,Unfurnished,,,Flat,3125
4500000,"Mahagunpuram, Ghaziabad, Delhi NCR",1300,28.666056,77.479854,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,3461.538462
