price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,Landmarks,type_of_building,Price_sqft
6400000,"Omega 1, Greater Noida, Delhi NCR",1700,28.4526453,77.5128146,3,3,,Ready to Move,Resale,,Semi-Furnished,,,Flat,3764.705882
4000000,"Sector 10 Vasundhara, Ghaziabad, Delhi NCR",700,28.66301727,77.36760712,2,2,1,Ready to Move,Resale,,Semi-Furnished,,"Sargam Electronics, Black Vigor Gym",Flat,5714.285714
20500000,"A-Block, DDA plots, Sector-19 Dwarka, Delhi Dwarka, Delhi / NCR., Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",1980,28.6347599,77.04908752,4,3,2,Ready to Move,Resale,1,Semi-Furnished,,Near Vardhman Crown Mall and St. Marys School,Flat,10353.53535
5200000,"Sector 77, Noida, Sector 77, Noida, Delhi NCR",955,28.57153784,77.38962228,2,2,4,Ready to Move,Resale,1,,2,Distress sale.,Flat,5445.026178
4000000,"Bhs 12 Scheme, Omicron 1, Greater Noida, Delhi NCR",1291,28.4625634,77.5627065,3,2,,,Resale,,Unfurnished,,,Flat,3098.373354
10000000,"Sector 102, Gurgaon, Delhi NCR",1650,28.4763113,76.9716096,3,3,4,,Resale,,Semi-Furnished,,,Flat,6060.606061
5950000,"H-1203 Rishabh cloud 9 Ahinsa Khand 2 Indirapuram Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1144,28.645769,77.38511,2,2,4,Ready to Move,Resale,1,,3,Near By DPS School Indirapuram,Flat,5201.048951
3500000,"21st Floor Saffron Tower, Crossings Republik, Ghaziabad, Delhi NCR",1050,28.630654,77.436644,2,2,,Ready to Move,Resale,1,,3,"on new 14lane delhi meerut expressway, next to main circle",Flat,3333.333333
3500000,"Uttam Nagar West, New Delhi - West, Delhi NCR",741,28.621767,77.055846,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,4723.346829
4000000,"Eta II, Greater Noida, Uttar Pradesh, Eta 2, Greater Noida, Delhi NCR",1165,28.496992,77.537536,3,2,,Ready to Move,Resale,,,,,Flat,3433.476395
7500000,"H no 33, 2nd floor Ashoka 1 sector 34, Sector 34, Faridabad, Delhi NCR",1500,28.467315,77.315462,3,2,,Ready to Move,Resale,,Unfurnished,,,Flat,5000
3000000,"Luxuria Estate, NH 24, Ghaziabad, Delhi NCR",858,28.658647,77.4757,2,2,4,Ready to Move,Resale,,,,St Xaviers School,Flat,3496.503497
11700000,"Dwarka Expressway, Gurgaon, Delhi NCR",1700,28.44501114,76.95844269,3,3,4,,New Property,,Semi-Furnished,,Dwarka Expressway,Flat,6882.352941
4600000,"Greater Noida West, Greater Noida, Delhi NCR",1245,28.606945,77.45557857,3,2,3,Ready to Move,Resale,,,,,Flat,3694.779116
5800000,"Sector 78, Noida, Sector 78, Noida, Delhi NCR",1140,28.5575028,77.38646497,2,2,3,Ready to Move,Resale,1,,2,,Flat,5087.719298
4700000,"mf302, Sector 23 Sanjay Nagar, Ghaziabad, Delhi NCR",1200,28.692787,77.453062,2,2,2,Ready to Move,Resale,2,Furnished,1,"cancer,goverment and priavate hospitals in 500m area from house.",Individual House,3916.666667
3630000,"gh04 sports city, Greater Noida West, Greater Noida, Delhi NCR",1100,28.605958,77.444512,2,2,4,,Resale,,Semi-Furnished,,Near panchmukhi hanuman mandir,Flat,3300
7150000,"Apex Athena  sector 75 noida, Sector 75, Noida, Delhi NCR",1295,28.576256,77.383182,2,3,5,Ready to Move,Resale,2,,2,Jewel of Noida,Flat,5521.235521
5820000,"Gagan Vihar, Ghaziabad, Delhi NCR",1454,28.7085415,77.3280799,3,3,,,Resale,,Semi-Furnished,,,Flat,4002.751032
4300000,"Beta 2, Greater Noida, Delhi NCR",1025,28.4849855,77.513434,2,2,2,Ready to Move,Resale,,Semi-Furnished,,,Flat,4195.121951
6200000,"Plot No. 1125/1-3 National Highway 58, Raj Nagar Ext Rd, Ghaziabad, Uttar Pradesh, Raj Nagar Extension, Ghaziabad, Delhi NCR",1485,28.70217,77.430308,3,2,3,Ready to Move,Resale,1,,2,,Flat,4175.084175
7500000,"near Gurudwara, Prem Nagar, Tilak Nagar metro station, New Delhi, Tilak Nagar, New Delhi - West, Delhi NCR",900,28.63478279,77.04907227,2,2,2,Ready to Move,New Property,,Semi-Furnished,1,Near chhoti sabji mandi,Individual House,8333.333333
7000000,"Greater Noida West, Greater Noida, Delhi NCR",1880,28.60483,77.434908,4,3,4,Ready to Move,Resale,,,,gaur city 2 11th avenue,Individual House,3723.404255
6200000,"Greater Noida West, Greater Noida, Delhi NCR",1670,28.579593,77.445197,3,3,,Ready to Move,Resale,,,,,Flat,3712.57485
3600000,"S2 1201, sector 78 Zion stone crop, Sector 78, Faridabad, Delhi NCR",1222,28.382088,77.368631,2,2,2,Ready to Move,Resale,,,,,Flat,2945.99018
5200000,"Greater Noida West, Noida, Delhi NCR",1190,28.534458,77.409046,3,2,,,Resale,,Unfurnished,,,Flat,4369.747899
4000000,"Jaypee Greens, Greater Noida, Delhi NCR",1050,28.470013,77.523315,2,2,,Ready to Move,Resale,,Unfurnished,,,Flat,3809.52381
6000000,"Jeevan Park, New Delhi - West, Delhi NCR",900,28.61809921,77.0723877,3,3,2,Ready to Move,Resale,,Furnished,,,Flat,6666.666667
3600000,"AMN0162203 IN AMAN TOWER N16 Jaypee, Sector-151 Noida, jaypee Greens Aman 2, Yamuna Expressway, Greater Noida, Delhi NCR",928,28.31458374,77.55910138,2,2,2,Ready to Move,Resale,1,,4,,Individual House,3879.310345
5200000,"New Uttam Nagar, New Delhi - West, Delhi NCR",1100,28.61633873,77.06330109,3,2,1,Ready to Move,New Property,,Semi-Furnished,,,Flat,4727.272727
4000000,"Jharoda Majra Burari, New Delhi - North, Delhi NCR",1000,28.7282077,77.2094895,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,,Flat,4000
7500000,"Sector 37C, Gurgaon, Delhi NCR",1361,28.45149078,76.98910785,2,2,2,Ready to Move,Resale,,,,,Flat,5510.653931
4500000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1350,28.70336119,77.42396147,3,3,3,Ready to Move,New Property,,,,,Flat,3333.333333
3500000,"Sector 45, Noida, Delhi NCR",850,28.5510984,77.3516,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,4117.647059
2800000,"Devli Extention, New Delhi - South, Delhi NCR",650,28.5059108,77.2370357,2,2,,Ready to Move,Resale,,Furnished,,,Flat,4307.692308
5000000,"Shakti Khand 4, Ghaziabad, Delhi NCR",1000,28.6508286,77.3713991,2,2,,Ready to Move,Resale,,Unfurnished,,,Flat,5000
4500000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1360,28.69931399,77.40510562,3,2,4,Ready to Move,Resale,,,,,Flat,3308.823529
44000000,"Sector 65, Gurgaon, Delhi NCR",3850,28.401126,77.064923,3,4,3,Ready to Move,Resale,2,,2,,Individual House,11428.57143
5500000,"Sector 82, Noida, Delhi NCR",1200,28.52810434,77.38901,2,2,,Ready to Move,Resale,,,,,Flat,4583.333333
3200000,"NH 24, Ghaziabad, Delhi NCR",858,28.519997,77.376873,2,2,,Ready to Move,Resale,1,,,Columbia asia hospital,Flat,3729.60373
3000000,"ETA 2 Greater Noida near By depot metro station, Eta 2, Greater Noida, Delhi NCR",860,28.495242,77.539336,2,2,2,,Resale,,Unfurnished,,,Flat,3488.372093
5500000,"Sector 110, Noida, Delhi NCR",988,28.53208958,77.3784309,2,2,2,Ready to Move,Resale,,,,,Flat,5566.801619
3700000,"Mahagunpuram, Ghaziabad, Delhi NCR",1060,28.666056,77.479854,2,2,,Ready to Move,Resale,,Unfurnished,,,Individual House,3490.566038
9000000,"hans enclave, Hans Enclave, Gurgaon, Delhi NCR",1296,28.44577217,77.02575684,9,6,2,Ready to Move,Resale,,Unfurnished,,near Rajiv chowk gurugram,Flat,6944.444444
13900000,"Sector 16B Dwarka, New Delhi - Dwarka, Delhi NCR",1409,28.60501671,77.01670074,2,2,3,Ready to Move,Resale,,Unfurnished,,,Flat,9865.15259
3400000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1108,28.707505,77.42157217,3,2,1,Ready to Move,Resale,,,,,Flat,3068.592058
4500000,"Vaishali, Ghaziabad, Vaishali, Ghaziabad, Delhi NCR",1000,28.64417458,77.33651733,2,2,2,Ready to Move,Resale,,Semi-Furnished,,,Flat,4500
4500000,"B39/14 Sapna 2 Enclave Ghaziabad, Mandola Vihar Loni sector 5 up Avas Vikas prashad, Loni, Ghaziabad, Delhi NCR",1300,28.79974758,77.26220706,3,3,2,Ready to Move,Resale,2,,,,Individual House,3461.538462
6000000,"B block, Indirapuram, Ghaziabad, Delhi NCR",1254,28.634588,77.35554172,2,2,3,Ready to Move,Resale,,,,,Individual House,4784.688995
11000000,"502, Sector 83, Gurgaon, Delhi NCR",1900,28.395989,76.973879,3,3,3,Ready to Move,Resale,1,,2,Nearby NH-8 and Dwarka Expressway,Flat,5789.473684
11800000,"Sector 82, Gurgaon, Sector 82, Gurgaon, Delhi NCR",2423,28.392329,76.957142,4,4,3,Ready to Move,Resale,1,,2,Nearby NH-8 and Dwarka Expressway,Flat,4869.995873
6300000,"G6, 1403, Greater Noida West, Greater Noida, Delhi NCR",1670,28.579593,77.445197,4,3,4,Ready to Move,Resale,,,,,Flat,3772.45509
3200000,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",800,28.6900486,77.3405361,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,4000
6000000,"New Moti Nagar, New Delhi - West, Delhi NCR",900,28.6621682,77.144011,2,2,,Ready to Move,Resale,1,Semi-Furnished,,,Individual House,6666.666667
3400000,"Chiranjeev Vihar, Ghaziabad, Delhi NCR",950,28.6698529,77.4656257,3,2,,Ready to Move,Resale,,Furnished,,,Flat,3578.947368
4800000,"Noida Extension, Greater Noida, Delhi NCR",1125,28.619581,77.422748,2,2,,Ready to Move,Resale,,,,,Flat,4266.666667
3200000,"A block, Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",900,28.685969,77.3508975,2,2,1,Ready to Move,Resale,1,Semi-Furnished,0,near pannu chowk and Ram Vatika park and 500 mtr from garima garden,Flat,3555.555556
8700000,"sector 21 d faridabad, Sector 21D, Faridabad, Delhi NCR",2000,28.42074896,77.29085019,3,3,3,Ready to Move,Resale,,,,,Flat,4350
3400000,"Pratap Nagar, New Delhi - East, Delhi NCR",700,28.6056825,77.2942836,2,2,,Ready to Move,Resale,,Furnished,,,Flat,4857.142857
3400000,"Sector 4, Greater Noida, Delhi NCR",935,28.61381527,77.4262691,2,2,,Ready to Move,Resale,,,,,Flat,3636.363636
36000000,"B 39 1st floor, Suncity, Gurgaon, Delhi NCR",4520,28.43643188,77.11212921,4,5,3,Ready to Move,Resale,,Furnished,,,Flat,7964.60177
4400000,"Noida-Greater Noida Link Rd, Sector 2, Greater Noida, Uttar Pradesh, Sector 2, Greater Noida, Delhi NCR",1185,28.579593,77.445197,2,2,,Ready to Move,Resale,1,,,,Individual House,3713.080169
4200000,"Vipin Garden, New Delhi - West, Delhi NCR",1070,28.62132072,77.02810669,3,2,,Ready to Move,Resale,1,Semi-Furnished,,,Individual House,3925.233645
3100000,"Palam Colony, New Delhi - Dwarka, Delhi NCR",850,28.5922719,77.0836826,2,2,1,Ready to Move,Resale,2,Semi-Furnished,,,Flat,3647.058824
12000000,"Pocket-A, Mayur Vihar 2, New Delhi - East, Delhi NCR",1600,28.61791664,77.298994,3,2,2,Ready to Move,Resale,,,,,Individual House,7500
3900000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1100,28.70448263,77.43913302,2,2,3,Ready to Move,Resale,1,,2,Yashoda Superspeciality Hospitals 0.6 kmBig Bazaar 1.5 km,Individual House,3545.454545
4000000,"Sector 6 Vaishali, Ghaziabad, Delhi NCR",900,28.6485885,77.3533389,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,4444.444444
4100000,"Noida Extension, Noida, Delhi NCR",990,28.605958,77.444512,2,2,,Ready to Move,Resale,,Unfurnished,,,Flat,4141.414141
4500000,"Greater Noida West, Greater Noida, Delhi NCR",1095,28.605958,77.444512,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,4109.589041
3500000,"Bptp Park Elite Floors, Sector 75, Faridabad, Delhi NCR",1075,28.3679201,77.3459486,3,2,,,Resale,,Unfurnished,,,Flat,3255.813953
7500000,"wz 254, street no.9, lajwanti garden, Lajwanti Garden, New Delhi - West, Delhi NCR",1000,28.6127935,77.107449,3,2,1,Ready to Move,Resale,1,Semi-Furnished,,,Flat,7500
6000000,"Apricot-601, Paramount GolfForeste, Greater Noida, Zeta, Greater Noida, Delhi NCR",1744,28.507687,77.532312,3,3,4,Ready to Move,Resale,,,,,Individual House,3440.366972
9500000,"Sector 61, Noida, Delhi NCR",1825,28.60082949,77.36909444,4,3,,Ready to Move,Resale,,,,,Flat,5205.479452
3950000,"Crossing Main gate, Crossings Republik, Ghaziabad, Delhi NCR",1120,28.641866,77.413237,2,3,3,Ready to Move,Resale,1,,,Crossing main gate,Flat,3526.785714
7800000,"Omega 2, Greater Noida, Delhi NCR",1740,28.4611974,77.5111725,3,3,,Ready to Move,Resale,,Unfurnished,,,Individual House,4482.758621
2900000,"Shahpur Bamheta, Ghaziabad, Delhi NCR",840,28.6464362,77.4743766,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,,Individual House,3452.380952
17800000,"Sidhartha Extention, New Delhi 110014, Sidhartha Extention, New Delhi - South, Delhi NCR",2300,28.57868004,77.25524902,4,2,2,Ready to Move,Resale,2,Semi-Furnished,0,,Flat,7739.130435
8500000,"Greenfield Colony, Faridabad, Delhi NCR",2337,28.4661095,77.3000508,4,3,,Ready to Move,Resale,2,Unfurnished,,,Flat,3637.141635
3200000,"Shalimar Garden Extension 1, Ghaziabad, Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",940,28.69359,77.344376,2,2,2,Ready to Move,Resale,,,,,Flat,3404.255319
4450000,"Greater Noida West, Greater Noida, Delhi NCR",1175,28.61356258,77.44361608,3,2,3,,Resale,,Semi-Furnished,,Gaur City,Flat,3787.234043
8700000,"Sector 51, Gurgaon, Delhi NCR",1100,28.4287815,77.0661409,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,,Flat,7909.090909
5500000,"Jalvayu Vihar, Noida, Delhi NCR",960,28.584883,77.3380715,2,2,,Ready to Move,Resale,,Furnished,,,Flat,5729.166667
11400000,"Sector 92, Gurgaon, Delhi NCR",1995,28.412413,76.928955,3,4,,Ready to Move,Resale,1,,,,Flat,5714.285714
9000000,"Sahibabad, Ghaziabad, Delhi NCR",1800,28.6644882,77.3474938,3,3,,Ready to Move,Resale,,,,,Individual House,5000
4000000,"Greater Noida West, Greater Noida, Delhi NCR",975,28.561653,77.484242,2,2,,Ready to Move,Resale,,,,,Flat,4102.564103
6000000,"Patel Nagar West, New Delhi - West, Delhi NCR",1000,28.65242958,77.1643219,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,6000
8800000,"Phi 2, Greater Noida, Delhi NCR",1765,28.47962612,77.53229566,3,3,3,Ready to Move,Resale,,,2,Nearby Wipro Office.,Flat,4985.835694
4000000,"Ghaziabad, Sahibabad, Sahibabad, Ghaziabad, Delhi NCR",850,28.6871082,77.352582,2,2,,Ready to Move,Resale,4,,,,Flat,4705.882353
4500000,"F1 block South End Apartments Charmwood Village Faridabad, Charmwood Village, Faridabad, Delhi NCR",747,28.49136,77.2907369,2,2,1,Ready to Move,Resale,,,,Near by M V N School,Flat,6024.096386
4000000,"SRS Pearl, Faridabad, Delhi NCR",1066,28.414281,77.345609,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Individual House,3752.345216
3520000,"Siddhartha Vihar, Ghaziabad, Delhi NCR",770,28.646286,77.406051,2,2,,,Resale,,Semi-Furnished,,,Flat,4571.428571
4800000,"Yamuna Expressway, Greater Noida, Delhi NCR",1494,28.432194,77.508042,3,2,,Ready to Move,Resale,,Unfurnished,,,Flat,3212.851406
5000000,"Regal Apartment, Shipra Suncity, Ghaziabad, Delhi NCR",1000,28.63581085,77.373909,2,2,1,Ready to Move,Resale,,Semi-Furnished,,,Flat,5000
5530000,"Sector 137, Noida, Delhi NCR",1045,28.50920801,77.40662554,2,2,,Ready to Move,Resale,,,,,Flat,5291.866029
2400000,"New Panchwati Colony Ghaziabad, New Panchwati Colony, Ghaziabad, Delhi NCR",850,28.64620399,77.44004059,2,2,,Ready to Move,Resale,,Semi-Furnished,,Near Jindal public school,Flat,2823.529412
4250000,"Karva Society Triveni Sangam, Sector 5 Vaishali, Ghaziabad, Delhi NCR",1100,28.64364243,77.34532166,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Mohan Dhaba,Flat,3863.636364
15000000,"H5 sector 25 Noida., Sector 25A, Noida, Delhi NCR",1780,28.62009048,77.34281158,3,3,3,Ready to Move,Resale,1,Furnished,,Near Spice Mall,Individual House,8426.966292
15000000,"Sector 12, Gurgaon, Delhi NCR",2400,28.46906,77.02811,4,5,,Ready to Move,Resale,,Semi-Furnished,,,Flat,6250
8000000,"Sector 37C, Gurgaon, Delhi NCR",1760,28.449048,76.984185,3,3,,Ready to Move,Resale,,,,,Flat,4545.454545
3000000,"Bhopura, Ghaziabad, Delhi NCR",965,28.7005505,77.3286995,2,2,3,Ready to Move,Resale,1,Furnished,2,"Bhopura - Loni Road near tilla more P S, Only 3 KM from Delhi Boder",Flat,3108.80829
5500000,"Rhisabh Cloud 9, Ahinsa Khand 2, Indirapuram, Ahinsa Khand 2, Ghaziabad, Delhi NCR",1205,28.644144,77.380834,2,2,3,Ready to Move,Resale,,,,,Flat,4564.315353
10000000,"G -901, sector 49, faridabad, bhankari village, Sector 49, Faridabad, Delhi NCR",1800,28.39158197,77.26776873,3,3,3,Ready to Move,Resale,,,,sec 49 faridabad,Flat,5555.555556
5100000,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1045,28.50920801,77.40662554,2,2,3,Ready to Move,Resale,,,,,Flat,4880.382775
4900000,"Amrapali Princely Estate Sec 76 Noida, Sector 76, Noida, Delhi NCR",875,28.56541475,77.383196,2,2,1,Ready to Move,Resale,,,,,Flat,5600
14000000,"South Extension 1, New Delhi - South, Delhi NCR",1350,28.57287598,77.2229538,3,2,1,Ready to Move,New Property,,Semi-Furnished,,near Brightland school,Flat,10370.37037
7200000,"Ahinsa Khand 2, Ghaziabad, Delhi NCR",1635,28.6428477,77.3826371,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,4403.669725
4700000,"Siddhartha Vihar, Ghaziabad, Delhi NCR",970,28.646286,77.406051,2,2,,,Resale,,Semi-Furnished,,,Flat,4845.360825
7500000,"Shahdara, New Delhi - East, Delhi NCR",1250,28.6824955,77.2671263,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,6000
6800000,"Sector 45, Noida, Delhi NCR",1155,28.5510984,77.3516,2,2,,Ready to Move,Resale,1,Semi-Furnished,2,,Flat,5887.445887
9900000,"Sector 89, Gurgaon, Delhi NCR",2036,28.417824,76.945281,3,3,,Ready to Move,Resale,,Unfurnished,,,Flat,4862.475442
9000000,"Karkardooma, New Delhi, Karkardooma, New Delhi - East, Delhi NCR",1500,28.6518095,77.3039085,3,3,3,Ready to Move,Resale,1,,1,Very close to Metro station and a good neighbourhood  market,Flat,6000
4800000,"Windsor flats, shipra suncity, Indirapuram, Shipra Suncity, Ghaziabad, Delhi NCR",1000,28.63599675,77.37406697,2,2,2,Ready to Move,Resale,1,,0,100 meters from Shipra Mall Indirapuram,Individual House,4800
5000000,"T2 1401., Greater Noida West, Greater Noida, Delhi NCR",1370,28.605958,77.444512,2,2,3,Ready to Move,Resale,1,Unfurnished,2,,Flat,3649.635036
6000000,"Sector 70, Faridabad, Delhi NCR",1525,28.341621,77.353443,3,2,4,Ready to Move,Resale,,,,DAV school,Flat,3934.42623
12000000,"50 metre LiG independent house, Sector 22 Block G, Noida, Delhi NCR",1000,28.59890938,77.35041809,6,4,3,Ready to Move,Resale,,Unfurnished,,,Flat,12000
4100000,"Malviya Nagar, New Delhi - South, Delhi NCR",855,28.5348305,77.2097741,2,2,,Ready to Move,Resale,,Furnished,,,Flat,4795.321637
8000000,"Noida Greater Noida Express Way, Noida, Delhi NCR",1652,28.5001229,77.4077621,3,4,,Ready to Move,Resale,,Semi-Furnished,,,Individual House,4842.615012
7500000,"Sidhartha NCR Gree, Sector 95, Gurugram, Sector 95, Gurgaon, Delhi NCR",1678,28.420952,76.910875,3,3,4,Ready to Move,Resale,1,,2,Pataudi Road,Flat,4469.606675
3400000,"8/14., Mahagunpuram, Ghaziabad, Delhi NCR",900,28.666056,77.479854,2,2,2,Ready to Move,Resale,16,Semi-Furnished,2,The property is on highway NH24. Near to wavecity & known schools,Flat,3777.777778
11200000,"Vasundhara, Ghaziabad., Vasundhara, Ghaziabad, Delhi NCR",1873,28.652993,77.352509,3,3,4,Ready to Move,Resale,,,,,Flat,5979.711692
10000000,"Flat no. C 912, Indirapuram, Ghaziabad, Delhi NCR",1970,28.64485583,77.3831262,3,3,4,Ready to Move,Resale,,,,"Adjacent to Delhi Public School, Indirapuram",Flat,5076.142132
7250000,"E 1706, supertech araville, sector -79, gurgaon., Sector 79, Gurgaon, Delhi NCR",1295,28.35911846,76.975628,2,2,4,Ready to Move,Resale,624,,,,Individual House,5598.455598
8000000,"Jal Vayu Vihar, Gurgaon, Delhi NCR",900,28.45847235,77.05255654,2,2,1,Ready to Move,Resale,,,,,Flat,8888.888889
12000000,"Sector 55, Gurgaon, Delhi NCR",1650,28.425637,77.112182,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,7272.727273
6500000,"Indirapuram, Ghaziabad, Delhi NCR",1235,28.64859324,77.37943921,2,2,,Ready to Move,Resale,,,,,Flat,5263.157895
3500000,"Lal Kuan, Ghaziabad, Delhi NCR",1000,28.6336095,77.4713825,2,2,2,Ready to Move,Resale,,Unfurnished,,,Flat,3500
15000000,"E-209, street no. 2, Pandav Nagar, New Delhi - East, Delhi NCR",540,28.610933,77.2739145,4,4,4,Ready to Move,Resale,2,Unfurnished,,This property is near to metro station Mayur Vihar Ph-1,Individual House,27777.77778
5000000,"flat no 2352 Catania tower mahagun mascot crossing Republik Ghaziabad, Crossings Republik, Ghaziabad, Delhi NCR",1600,28.629808,77.440609,3,2,3,Ready to Move,Resale,,,,Near by ABES ENGINEERING COLLEGE,Flat,3125
4200000,"gayatri apartment  G160, NH 24, Ghaziabad, Delhi NCR",1045,28.666747,77.479096,3,3,3,Ready to Move,New Property,,,,,Flat,4019.138756
3300000,"a-33 flat c-1 shalimar garden ext-2, Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",950,28.685969,77.3508975,2,2,2,Ready to Move,Resale,,,,,Flat,3473.684211
4200000,"flat no A81 Mohan nager Ghaziyabad, Mohan Nagar, Ghaziabad, Delhi NCR",800,28.677177,77.381438,2,2,2,Ready to Move,Resale,,,,Mohan nager metro station,Flat,5250
17500000,"South City 1, Gurgaon, Delhi NCR",1800,28.4570251,77.0646805,3,3,,Ready to Move,Resale,,Semi-Furnished,,,Flat,9722.222222
3500000,"indirapuram, Gyan Khand 2, Ghaziabad, Delhi NCR",850,28.6436225,77.352839,2,2,1,Ready to Move,Resale,1,,1,near st thomas school,Flat,4117.647059
9000000,"Sector 143, Noida, Sector 143, Noida, Delhi NCR",1550,28.49880195,77.419848,3,2,4,Ready to Move,Resale,,,,,Flat,5806.451613
3600000,"D-15/2, dlf ankur vihar, ghaziabad, up., Ankur Vihar, Ghaziabad, Delhi NCR",1027,28.7398806,77.266816,3,2,2,Ready to Move,Resale,,Unfurnished,,Ankur Vihar is just 5 km from Shastri Park Metro Station,Flat,3505.355404
3000000,"Greater Noida West, Greater Noida, Sector 1, Greater Noida, Delhi NCR",760,28.57949215,77.438215,2,2,2,Ready to Move,Resale,1,,2,Near Supertech Eco Village 1,Flat,3947.368421
6500000,"Guru Arjun Nagar, New Delhi - West, Delhi NCR",900,28.6495406,77.1591255,3,2,2,Ready to Move,Resale,,Semi-Furnished,0,Shadipur Metro station and Satyam Cinema are 100 steps away.,Flat,7222.222222
9000000,"F 1606, Sector 104, Gurgaon, Delhi NCR",1446,28.48438996,77.00030461,2,2,4,Ready to Move,Resale,2,,3,Close to railway station and highway,Individual House,6224.06639
7000000,"Sector 8 Rohini, New Delhi - West, Delhi NCR",560,28.7050987,77.1227736,2,2,,Ready to Move,Resale,,Furnished,,,Flat,12500
9900000,"Sector 9A, Gurgaon, Delhi NCR",1885,28.47094041,76.99661016,3,3,,Ready to Move,Resale,,,,,Individual House,5251.98939
8000000,"Sector 79, Noida, Delhi NCR",1270,28.55704,77.387565,3,2,,Ready to Move,Resale,,,,,Flat,6299.212598
4600000,"Sector 1, Noida Extension, Greater Noida, Delhi NCR",1100,28.604884,77.425914,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,,Flat,4181.818182
4500000,"Shakti Khand 2, Ghaziabad, Delhi NCR",1000,28.6467392,77.3709475,2,2,,Ready to Move,Resale,1,Semi-Furnished,,,Flat,4500
11000000,"Sector 5, Vasundhara, Ghaziabad, Vasundhara, Ghaziabad, Delhi NCR",1800,28.66252563,77.38129959,4,3,3,Ready to Move,Resale,,,,,Flat,6111.111111
6500000,"Indirapuram, Gyan Khand 1, Ghaziabad, Delhi NCR",1400,28.64015388,77.34953308,3,2,1,Ready to Move,New Property,,Semi-Furnished,,Near St. Francis School,Flat,4642.857143
4300000,"Crossings Republik, Ghaziabad, Delhi NCR",1200,28.6297895,77.4338883,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,3583.333333
3500000,"New Delhi, Palam Colony, New Delhi - Dwarka, Delhi NCR",550,28.5922718,77.0836792,2,2,1,Ready to Move,Resale,,Semi-Furnished,,,Flat,6363.636364
4500000,"Ashoka Enclave, Faridabad, Delhi NCR",700,28.4717848,77.313577,2,2,,Ready to Move,Resale,,Unfurnished,,,Flat,6428.571429
17000000,"Shushant Marg, Gurgaon, Delhi NCR",1900,28.462823,77.077756,3,3,2,Ready to Move,Resale,,Unfurnished,,Shushant Lok,Flat,8947.368421
7500000,"Sector 10A, Gurgaon, Delhi NCR",1200,28.4446244,77.009305,2,2,,,Resale,1,Semi-Furnished,,,Flat,6250
9300000,"404 Bharti Appartment, Sector 21, Faridabad, Delhi NCR",1850,28.43325058,77.29335083,3,3,3,Ready to Move,Resale,2,,2,,Flat,5027.027027
6000000,"Shakti Khand 2, Ghaziabad, Delhi NCR",1100,28.6467392,77.3709475,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Near Omex mall,Individual House,5454.545455
4200000,"Sector 88, Faridabad, Delhi NCR",1260,28.421008,77.3559275,2,2,3,Ready to Move,Resale,,Unfurnished,,,Flat,3333.333333
5000000,"Indirapuram, Ghaziabad, Delhi NCR",1085,28.6493479,77.3696259,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,4608.294931
6500000,"Ramprastha Colony, Ghaziabad, Delhi NCR",900,28.6589432,77.32223,2,2,,Ready to Move,Resale,,Furnished,,,Flat,7222.222222
7700000,"Sector 37C, Gurgaon, Delhi NCR",1720,28.44926,76.98476024,3,3,,Ready to Move,Resale,,,,,Flat,4476.744186
4740000,"Sector 87, Faridabad, Delhi NCR",1120,28.411405,77.339793,2,2,1,Ready to Move,Resale,,,,,Flat,4232.142857
4200000,"Indirapuram, Gyan Khand 1, Ghaziabad, Delhi NCR",1000,28.641779,77.3502969,2,2,,Ready to Move,Resale,1,Semi-Furnished,,,Flat,4200
